case_id,state,district,project_type,project_category,priority,land_area_acres,number_of_landowners,number_of_land_parcels,affected_villages,affected_households,private_land_pct,government_land_pct,current_stage,days_in_current_stage,survey_completed,ownership_verification_pending,notification_pending,objection_count,compensation_pending,approval_pending,pending_documents,missing_documents,dispute_count,court_case,total_processing_days,previous_stage_delay_days,district_historical_delay_rate,historical_average_delay_days,similar_case_average_delay_days,seasonal_factor,staff_workload_ratio,budget_release_delay_days,compensation_amount_lakh,delayed,expected_additional_delay_days
LA201372,Maharashtra,Kolhapur,Irrigation,Major Infrastructure,Normal,160.56,33,24,7,25,70.8,29.2,Award,43,1,0,0,4,0,1,1,0,1,0,237,4,0.182,42.2,25,1.06,0.5,4,932.09,1,32
LA201146,Andhra Pradesh,NTR,Public Infrastructure,Development Project,Normal,84.95,27,10,4,24,87.3,12.7,Objection,6,1,0,0,3,0,0,2,0,1,0,174,5,0.427,67.3,45.4,1.06,0.49,5,72.23,0,47
LA201032,Maharashtra,Pune,Irrigation,Major Infrastructure,Normal,44.77,25,10,4,7,100,0,Compensation,18,1,1,1,2,1,1,3,0,3,0,101,3,0.483,83.1,69.1,0.98,0.44,2,37.71,1,96
LA200373,Maharashtra,Kolhapur,Industrial,Development Project,High,203.94,36,19,4,28,56.8,43.2,Survey,30,0,0,0,1,0,0,3,2,0,0,165,14,0.43,55.7,21.1,1.02,0.58,6,769.63,1,54
LA200668,Telangana,Nalgonda,Irrigation,Major Infrastructure,Normal,62.36,24,9,7,22,48.3,51.7,Survey,43,1,1,0,2,1,0,2,2,1,0,173,12,0.719,80,70.9,1.04,0.34,3,37.9,1,76
LA200358,Odisha,Sambalpur,Irrigation,Major Infrastructure,High,78.66,44,17,4,32,82,18,Objection,58,1,0,0,3,1,0,3,0,1,0,156,8,0.202,41.2,24.3,1.12,0.8,1,346.12,0,57
LA200968,Andhra Pradesh,NTR,Irrigation,Major Infrastructure,High,26.47,28,12,9,16,69.2,30.8,Ownership Verification,56,1,0,0,1,0,1,0,0,3,0,135,9,0.644,85.7,39.2,1.12,0.59,9,105.2,1,75
LA201354,Karnataka,Belagavi,Industrial,Development Project,Normal,25.25,,13,4,14,65.6,34.4,Compensation,22,1,1,0,3,0,0,0,0,1,0,187,3,0.825,101.9,53.8,1.11,0.61,11,30.27,1,46
LA201036,Andhra Pradesh,Krishna,Highway,Major Infrastructure,Normal,64.12,32,13,6,21,41,59,Ownership Verification,19,1,0,0,4,0,0,1,1,5,1,108,22,0.334,59.2,34.7,0.93,0.54,4,289.25,0,81
LA200471,Maharashtra,Kolhapur,Highway,Major Infrastructure,Normal,52.93,28,14,8,19,42.6,57.4,Possession,79,1,0,0,3,1,0,0,0,2,0,198,17,0.433,48.1,38.4,1.15,0.18,5,,1,64
LA201397,Maharashtra,Pune,Railway,Major Infrastructure,Normal,42.25,18,10,8,11,34.3,65.7,Ownership Verification,42,1,1,1,0,0,0,0,0,1,0,199,20,0.776,87.7,83.5,1.06,0.72,7,144.38,0,83
LA202621,Andhra Pradesh,NTR,Public Infrastructure,Development Project,High,162.07,35,19,4,16,39.4,60.6,Compensation,22,0,0,0,5,0,0,4,3,1,0,82,2,0.161,19.4,32.1,0.98,0.78,4,637.21,1,41
LA201550,Karnataka,Belagavi,Railway,Major Infrastructure,Normal,27.9,19,11,3,11,92.3,7.7,Compensation,21,1,0,0,1,0,0,2,0,2,0,131,27,0.328,50.8,43.3,0.92,0.48,4,61.27,1,66
LA201257,Telangana,Nalgonda,Irrigation,Major Infrastructure,Normal,38.17,30,15,1,15,56.8,43.2,Ownership Verification,48,1,1,1,4,1,0,2,1,2,0,132,13,0.393,54.2,44.7,0.95,0.71,5,126.65,1,99
LA202095,Telangana,Nalgonda,Public Infrastructure,Development Project,High,43.83,50,22,11,45,72.8,27.2,Notification,28,0,0,0,2,0,0,1,0,4,1,98,13,0.462,68.8,38.6,1.14,0.71,6,189.02,1,71
LA201556,Telangana,Nalgonda,Highway,Major Infrastructure,High,213.59,24,16,11,12,93.9,6.1,Objection,6,1,0,0,0,1,0,4,1,2,0,68,11,0.455,66.9,27,0.89,0.44,6,900.49,0,62
LA202590,Andhra Pradesh,NTR,Irrigation,Major Infrastructure,High,57.14,31,13,10,15,51.6,48.4,Survey,22,0,0,0,4,0,0,2,1,1,0,144,5,0.528,66.6,26.1,0.88,0.64,4,142.01,1,34
LA201251,Maharashtra,Nashik,Public Infrastructure,Development Project,Normal,44.85,30,18,4,22,35.9,64.1,Approval,40,1,1,0,2,0,0,4,1,3,1,188,24,0.156,42,25.1,1.03,0.8,6,105.74,1,93
LA201700,Andhra Pradesh,NTR,Irrigation,Major Infrastructure,Normal,22.93,34,24,9,30,99.3,0.7,Survey,28,1,0,0,2,0,1,4,1,4,1,101,4,0.307,31.2,16.9,1.16,0.7,3,23.51,0,70
LA201253,Telangana,Hyderabad,Public Infrastructure,Development Project,High,29.57,37,25,4,28,42.2,57.8,Possession,67,1,0,0,3,0,0,2,0,1,1,165,0,0.734,84.2,76.7,1.04,0.38,8,71.53,1,71
LA202781,Odisha,Cuttack,Irrigation,Major Infrastructure,Normal,39.39,31,21,2,22,95.9,4.1,Notification,8,1,0,1,1,0,0,4,2,4,0,132,14,0.591,75,49.9,1.02,0.58,3,126.95,1,69
LA200080,Karnataka,Tumakuru,Industrial,Development Project,High,203.16,31,22,10,27,87.3,12.7,Compensation,89,1,0,0,2,1,1,2,1,4,1,234,9,0.227,38.3,39.2,1,0.62,2,1027.77,1,104
LA201173,Maharashtra,Pune,Railway,Major Infrastructure,High,96.71,27,10,4,13,93.9,6.1,Compensation,44,1,0,0,4,0,0,,1,0,0,94,10,0.388,49.1,76.2,0.98,0.44,5,491.63,0,53
LA200815,Andhra Pradesh,Tirupati,Industrial,Development Project,High,78.06,31,21,8,16,88.6,11.4,Ownership Verification,9,1,1,0,1,1,0,1,1,1,0,205,4,0.627,84.7,27.6,0.92,0.75,4,206.12,1,53
LA201853,Karnataka,Belagavi,Industrial,Development Project,High,43.02,24,11,9,15,33,67,Notification,27,0,0,0,3,1,1,5,2,1,0,93,4,0.513,73,49.3,0.99,0.42,11,223.66,0,80
LA202221,Odisha,Khordha,Industrial,Development Project,Normal,71.93,25,16,1,13,97.7,2.3,Award,21,1,1,0,2,1,0,1,0,1,0,82,6,0.181,42.1,25.8,1.03,0.71,3,394.13,1,58
LA202629,Andhra Pradesh,Guntur,Highway,Major Infrastructure,High,78.71,28,22,9,22,43.8,56.2,Compensation,90,1,0,0,3,1,0,3,0,1,0,280,19,0.558,87.5,49,1.09,0.84,4,412.83,1,97
LA202106,Maharashtra,Aurangabad,Industrial,Development Project,High,103,34,20,7,18,78.5,21.5,Objection,42,1,0,0,3,1,0,4,0,1,0,105,10,0.539,71.8,24.1,0.97,0.75,1,246.29,1,58
LA200134,Telangana,Warangal,Highway,Major Infrastructure,High,150.44,30,19,6,18,42.5,57.5,Compensation,43,1,0,0,5,0,1,1,1,0,0,157,13,0.193,46.1,24.2,1.18,0.7,5,619.69,1,52
LA201141,Andhra Pradesh,Krishna,Industrial,Development Project,Normal,40.13,37,17,11,33,99.1,0.9,Objection,28,1,0,0,4,1,0,2,1,2,0,159,5,0.398,59.4,72.8,1.15,0.8,4,85.84,1,58
LA200934,Telangana,Medchal-Malkajgiri,Irrigation,Major Infrastructure,Normal,77.04,32,20,4,23,48.7,51.3,Compensation,27,1,0,1,3,1,0,2,1,0,0,166,24,0.524,73.4,27.7,0.91,0.37,5,227.27,0,77
LA200929,Odisha,Sambalpur,Public Infrastructure,Development Project,Normal,43.55,26,14,9,15,72.6,27.4,Compensation,2,1,1,0,1,1,0,1,1,3,0,87,6,0.222,40.5,24.4,1.14,0.67,5,39.65,0,75
LA200824,Odisha,Sambalpur,Highway,Major Infrastructure,Normal,116.09,33,15,6,27,57.1,42.9,Compensation,34,1,1,0,3,1,0,0,0,1,0,101,1,0.586,67.3,39.5,1.13,0.8,5,592.55,0,55
LA201532,Odisha,Cuttack,Highway,Major Infrastructure,High,16.72,34,18,12,27,88.6,11.4,Ownership Verification,20,0,1,0,1,0,1,2,1,1,0,159,21,0.773,96.6,58,0.98,0.7,5,43.13,1,86
LA201215,Andhra Pradesh,Krishna,Railway,Major Infrastructure,Normal,41.18,28,14,8,18,40,60,Compensation,66,1,0,0,4,1,0,1,0,3,0,154,12,0.574,81.8,71.2,1.04,0.45,1,191.86,1,74
LA200505,Maharashtra,Aurangabad,Highway,Major Infrastructure,High,62.81,30,23,10,15,96.6,3.4,Possession,94,1,0,0,2,0,0,3,1,3,0,166,8,0.567,83.4,42.6,1.09,0.82,4,140.79,1,72
LA202965,Telangana,Warangal,Highway,Major Infrastructure,Critical,216.82,25,10,10,21,95.3,4.7,Approval,44,0,0,0,2,0,1,5,2,4,0,192,9,0.427,56.8,45.4,0.92,0.73,6,423.83,1,84
LA202396,Odisha,Sambalpur,Highway,Major Infrastructure,High,25.2,23,16,11,14,62.2,37.8,Approval,34,1,0,0,3,1,1,0,0,1,1,202,38,0.161,27.1,31.5,0.97,0.43,1,38.2,1,85
LA201997,Maharashtra,Kolhapur,Railway,Major Infrastructure,Normal,8.6,32,20,7,16,80.1,19.9,Award,7,0,0,0,3,0,0,3,1,1,0,106,11,0.409,66.9,121.5,0.97,0.56,7,24.68,1,53
LA201959,Odisha,Puri,Industrial,Development Project,Normal,102.21,31,19,5,13,40.8,59.2,Ownership Verification,23,1,0,0,1,0,0,0,0,0,0,182,5,0.52,51,28.8,1.08,0.85,3,187.83,1,24
LA201385,Maharashtra,Nagpur,Highway,Major Infrastructure,High,20.96,37,20,11,19,41.1,58.9,Award,48,1,0,0,3,0,1,3,0,2,0,106,5,0.501,73,26.8,1.02,0.57,2,36.79,1,66
LA200895,Odisha,Sambalpur,Irrigation,Major Infrastructure,Normal,87.69,38,20,10,24,31.7,68.3,Compensation,23,1,0,0,4,1,0,2,1,3,0,148,18,0.336,55.3,15.8,0.99,0.65,5,215.49,1,66
LA200829,Andhra Pradesh,Visakhapatnam,Highway,Major Infrastructure,Normal,56.75,35,21,10,28,93.4,6.6,Notification,65,0,1,1,1,0,0,1,0,1,0,159,6,0.913,113.2,87.8,1.03,0.88,2,290.9,1,73
LA202921,Telangana,Nalgonda,Highway,Major Infrastructure,High,56.94,25,13,12,15,84.6,15.4,Ownership Verification,16,0,1,1,2,1,1,0,0,0,0,147,9,0.203,43.4,27.1,0.93,0.48,5,189.57,0,72
LA201684,Maharashtra,Nashik,Highway,Major Infrastructure,High,143.53,24,13,9,9,58.6,41.4,Survey,37,0,0,1,4,1,0,1,0,0,0,146,30,0.304,59.2,24.6,1.11,0.52,4,320.4,1,54
LA202575,Karnataka,Bengaluru Rural,Irrigation,Major Infrastructure,High,82.31,34,23,12,21,38.5,61.5,Compensation,35,1,0,0,1,1,0,2,1,3,0,163,21,0.236,36.4,24.6,0.95,0.89,4,373.34,1,61
LA202970,Telangana,Rangareddy,Industrial,Development Project,Normal,52.38,28,10,5,14,67.9,32.1,Survey,33,0,0,0,2,0,0,5,1,1,0,168,24,0.295,44.8,39.1,1.02,0.42,5,139.74,1,53
LA202513,Maharashtra,Kolhapur,Public Infrastructure,Development Project,High,150.83,30,14,9,21,80.2,19.8,Survey,9,1,0,0,4,0,0,1,0,1,1,97,3,0.4,59,21,1.1,0.54,6,272.72,1,55
LA200653,Andhra Pradesh,Guntur,Highway,Major Infrastructure,High,19.06,23,15,10,15,59,41,Objection,8,0,0,0,3,0,0,4,2,1,1,124,31,0.179,29.2,42.2,1.08,0.55,2,60.26,1,61
LA200173,Karnataka,Mysuru,Irrigation,Major Infrastructure,High,128.06,25,15,10,18,72.2,27.8,Ownership Verification,48,1,0,0,2,1,0,2,1,0,0,215,9,0.402,51.9,34.9,0.97,0.89,2,493.18,1,52
LA200039,Andhra Pradesh,Tirupati,Industrial,Development Project,Normal,168.93,22,12,2,10,78.2,21.8,Award,19,1,0,0,5,0,0,1,0,3,0,138,16,0.481,65.9,39.7,1.06,0.71,6,294.97,1,66
LA202861,Telangana,Nalgonda,Public Infrastructure,Development Project,Normal,67.16,26,14,11,18,53.7,46.3,Compensation,9,1,0,0,2,1,1,0,0,4,0,103,7,0.342,50.9,58.9,0.91,0.7,8,197.46,1,82
LA200714,Telangana,Medchal-Malkajgiri,Irrigation,Major Infrastructure,Normal,59.45,21,7,8,14,58.2,41.8,Objection,27,1,0,0,1,0,0,1,0,1,0,117,5,0.327,58.2,18.4,1.05,0.65,2,309.39,1,22
LA200091,Karnataka,Mysuru,Industrial,Development Project,High,33.37,28,13,4,17,37.3,62.7,Objection,123,1,1,0,1,0,1,1,1,2,0,236,8,0.318,58.5,53.6,1.04,0.53,2,79.7,1,92
LA202955,Odisha,Khordha,Public Infrastructure,Development Project,Normal,75.06,29,14,10,15,79.4,20.6,Approval,16,0,1,0,3,0,1,1,0,2,1,136,2,0.154,38.4,24.1,1.16,0.62,2,103.66,0,60
LA201206,Odisha,Khordha,Public Infrastructure,Development Project,Normal,29.56,26,19,10,15,77.1,22.9,Notification,25,1,0,1,0,0,0,1,0,2,0,91,4,0.385,59.3,40.8,0.95,0.6,6,118.69,1,46
LA202586,Andhra Pradesh,Visakhapatnam,Highway,Major Infrastructure,High,53.41,21,11,12,14,41.2,58.8,Notification,14,1,1,1,3,1,1,5,4,1,0,129,4,0.406,50.8,38.3,0.95,0.74,4,170.03,1,103
LA201828,Odisha,Puri,Industrial,Development Project,Normal,88.09,31,19,9,20,47,53,Ownership Verification,39,0,1,0,4,0,0,4,1,2,0,137,5,0.599,78.7,27.9,1.04,0.71,3,256.36,0,66
LA201156,Odisha,Cuttack,Highway,Major Infrastructure,Normal,62.52,34,19,9,21,50.3,49.7,Award,9,1,0,0,1,0,0,1,1,0,0,85,2,0.418,62.7,23.3,1.06,0.78,3,123.22,0,27
LA201325,Andhra Pradesh,Krishna,Highway,Major Infrastructure,Normal,55.31,38,18,8,24,65.3,34.7,Ownership Verification,23,1,1,0,2,0,0,3,1,3,0,87,7,0.476,59.8,45.4,1.04,0.86,8,136.69,1,74
LA200217,Telangana,Medchal-Malkajgiri,Highway,Major Infrastructure,Normal,132.01,33,18,2,27,37.3,62.7,Compensation,13,1,0,0,3,1,0,3,0,1,0,82,24,0.587,,58.1,0.93,0.73,4,549.1,0,67
LA200511,Andhra Pradesh,Visakhapatnam,Highway,Major Infrastructure,High,72.86,28,20,4,14,90.7,9.3,Notification,42,1,0,0,5,1,0,4,1,3,0,195,15,0.511,64.2,42.6,1.04,0.77,6,283.73,1,62
LA201681,Maharashtra,Kolhapur,Public Infrastructure,Development Project,Normal,87.08,31,21,6,16,36.9,63.1,Possession,38,1,0,0,3,0,0,2,1,1,0,186,7,0.178,44.2,18.1,1.01,0.76,3,404.05,1,38
LA200500,Telangana,Rangareddy,Irrigation,Major Infrastructure,Normal,65.24,43,25,8,22,54.6,45.4,Award,12,1,1,0,3,0,0,1,1,2,0,98,18,0.187,36.5,21.3,1.15,0.65,2,70.7,1,41
LA202549,Karnataka,Belagavi,Highway,Major Infrastructure,High,65.38,29,13,1,18,76.7,23.3,Approval,82,0,1,0,4,1,0,1,0,0,0,207,1,0.624,83.9,52.5,0.92,0.59,3,211.73,1,67
LA201857,Telangana,Warangal,Industrial,Development Project,Normal,38.96,32,12,7,21,84.1,15.9,Notification,11,1,0,1,2,1,0,2,0,1,0,126,21,0.154,27.5,15.4,0.89,0.7,3,165.91,1,58
LA201389,Odisha,Sambalpur,Highway,Major Infrastructure,Critical,26.74,33,19,12,28,56,44,Award,119,1,0,1,6,0,0,1,1,3,0,286,23,0.321,45,30.1,0.99,0.48,4,116.2,1,78
LA201520,Andhra Pradesh,Guntur,Industrial,Development Project,High,82.27,33,12,7,24,69.5,30.5,Objection,63,1,1,0,7,0,0,4,2,3,0,130,10,0.297,43.9,43.6,1.08,0.77,11,147.92,1,72
LA202387,Karnataka,Mysuru,Public Infrastructure,Development Project,Normal,62.95,27,19,3,15,70.7,29.3,Possession,34,1,0,0,4,1,0,1,0,0,0,229,4,0.283,42.4,27.6,1.17,0.41,3,,1,42
LA202722,Andhra Pradesh,Visakhapatnam,Industrial,Development Project,Normal,15.68,44,24,4,34,46.5,53.5,Award,26,1,0,0,3,0,0,3,1,2,0,144,17,0.303,47.5,69.8,0.92,0.68,4,28.4,1,54
LA202077,Odisha,Cuttack,Public Infrastructure,Development Project,Normal,28.51,27,15,9,17,77.1,22.9,Award,13,0,0,0,2,0,0,0,0,0,0,191,20,0.437,72.4,23.3,1.07,0.79,1,128.44,1,37
LA201541,Karnataka,Dharwad,Railway,Major Infrastructure,High,15.97,29,19,10,19,96,4,Ownership Verification,38,1,1,0,4,0,0,2,2,1,0,108,3,0.549,82,40.2,0.96,0.82,1,61,1,60
LA201218,Andhra Pradesh,Krishna,Industrial,Development Project,Normal,19.29,33,22,6,25,78.7,21.3,Objection,58,1,0,0,7,0,0,2,1,1,0,166,14,0.52,82.7,29.7,1.02,0.36,1,37.21,1,53
LA201417,Maharashtra,Pune,Irrigation,Major Infrastructure,Normal,120.53,35,23,6,22,34.5,65.5,Objection,3,1,1,0,1,1,0,1,1,1,0,159,6,0.369,61.1,39.1,0.91,0.85,4,243.35,0,55
LA202218,Odisha,Ganjam,Industrial,Development Project,Normal,160.47,36,14,5,35,63,37,Compensation,82,0,0,1,2,1,1,2,1,0,0,267,17,0.367,71,41.1,1.17,0.41,6,792.74,1,95
LA202622,Maharashtra,Kolhapur,Public Infrastructure,Development Project,High,60.63,20,14,1,18,68.9,31.1,Compensation,71,1,0,0,1,1,0,2,0,3,0,257,7,0.54,86.9,70.4,1.09,0.44,3,144.84,1,74
LA201677,Telangana,Nalgonda,Highway,Major Infrastructure,High,62.49,28,18,12,19,94.5,5.5,Approval,35,1,0,0,0,1,1,2,0,4,0,176,20,0.194,42.6,14.9,1.03,0.55,5,276.7,1,82
LA201198,Odisha,Puri,Irrigation,Major Infrastructure,Normal,279.58,27,12,12,13,93.6,6.4,Ownership Verification,50,0,1,1,1,0,0,0,0,1,0,174,22,0.444,58.3,43.3,1.08,0.57,1,264.93,0,74
LA201543,Odisha,Khordha,Railway,Major Infrastructure,Normal,89.65,16,7,2,9,32,68,Objection,10,1,1,0,0,0,0,1,0,3,0,134,3,0.487,65.2,,1.06,0.64,3,391.96,0,53
LA200954,Andhra Pradesh,Guntur,Public Infrastructure,Development Project,Normal,34.68,29,22,6,15,97.8,2.2,Objection,12,1,0,1,4,0,0,3,1,1,0,123,13,0.594,77.9,40.2,1.17,0.58,5,60.36,1,48
LA200751,Andhra Pradesh,NTR,Railway,Major Infrastructure,Normal,160.49,29,21,8,8,31.8,68.2,Possession,44,1,0,0,0,1,0,1,1,0,0,171,9,0.316,37.1,39.1,1.16,0.7,4,651.39,0,60
LA200235,Andhra Pradesh,Guntur,Public Infrastructure,Development Project,Critical,64.72,19,9,5,19,55.2,44.8,Survey,16,1,0,0,3,1,0,0,0,1,0,84,15,0.737,98.5,32,0.92,0.69,4,125.01,1,51
LA200733,Karnataka,Mysuru,Highway,Major Infrastructure,High,57.64,22,8,10,17,98.7,1.3,Approval,8,1,0,0,3,1,0,2,0,2,0,199,13,0.268,47.5,22.3,1.05,0.67,1,158.05,1,51
LA202993,Odisha,Ganjam,Highway,Major Infrastructure,Normal,136.95,27,19,2,15,54.3,45.7,Possession,98,1,0,0,4,0,0,2,0,0,0,250,25,0.346,42.5,83.9,1.16,0.36,4,439.79,1,66
LA201157,Maharashtra,Aurangabad,Railway,Major Infrastructure,Normal,73.68,38,25,3,22,82.3,17.7,Possession,47,1,0,1,3,0,1,1,0,2,0,225,17,0.425,59.2,50,0.97,0.53,4,215.38,1,66
LA202574,Andhra Pradesh,Visakhapatnam,Public Infrastructure,Development Project,Normal,88.83,24,17,11,16,61.9,38.1,Possession,9,1,0,1,5,0,1,1,0,3,1,99,7,0.577,75.6,34.4,1.06,0.92,6,233.6,1,88
LA202446,Maharashtra,Nagpur,Industrial,Development Project,Normal,105.28,25,19,6,15,71.9,28.1,Possession,24,1,0,1,5,0,0,1,1,1,0,149,6,0.188,47,15.6,0.98,0.87,3,181.4,1,39
LA201210,Maharashtra,Nashik,Railway,Major Infrastructure,Critical,100.97,31,12,8,28,46.4,53.6,Objection,34,1,0,0,2,1,0,0,0,0,0,138,11,0.312,47,23.8,1.17,0.56,4,75.99,1,51
LA201066,Andhra Pradesh,Guntur,Railway,Major Infrastructure,Normal,121.79,46,23,2,38,35.8,64.2,Approval,51,1,0,0,0,0,1,0,0,1,0,135,10,0.687,83.2,31.1,0.88,0.87,2,489.92,0,64
LA202157,Telangana,Medchal-Malkajgiri,Irrigation,Major Infrastructure,Normal,114.16,32,23,2,10,69.7,30.3,Award,36,1,0,0,5,0,0,2,1,1,0,133,10,0.301,56.8,27.5,0.93,0.52,6,409.53,0,48
LA201063,Andhra Pradesh,Visakhapatnam,Industrial,Development Project,High,134.05,25,15,8,19,34.2,65.8,Objection,13,1,1,0,2,0,0,2,0,4,0,99,16,0.324,53.1,26.9,0.97,0.76,6,111.06,1,64
LA201168,Telangana,Hyderabad,Irrigation,Major Infrastructure,Normal,55.74,23,15,1,9,100,0,Possession,4,1,1,0,6,0,0,2,1,0,0,106,11,0.629,70.7,63.3,1.11,0.56,4,240.32,1,46
LA201493,Maharashtra,Nagpur,Highway,Major Infrastructure,High,173.26,37,21,1,24,74.3,25.7,Ownership Verification,37,1,0,0,0,0,0,2,1,1,0,230,20,0.404,60.2,36.3,1.08,0.8,4,182.27,1,53
LA202475,Andhra Pradesh,Guntur,Industrial,Development Project,Critical,117.75,28,16,8,20,48.8,51.2,Award,39,1,0,0,1,0,0,0,0,0,0,118,0,0.378,59,18.4,0.9,0.8,2,262.36,0,33
LA200885,Telangana,Rangareddy,Highway,Major Infrastructure,Normal,32.29,24,9,2,13,71.1,28.9,Ownership Verification,57,1,1,0,2,1,0,1,0,2,0,199,35,0.378,57.5,16.8,1.13,0.75,6,91.57,1,85
LA200144,Telangana,Warangal,Railway,Major Infrastructure,Normal,38.79,41,26,11,28,50.4,49.6,Possession,14,1,0,0,1,0,1,2,0,3,0,156,19,0.501,72.2,61.4,0.94,0.64,5,112.12,1,60
LA202943,Odisha,Sambalpur,Highway,Major Infrastructure,High,72.66,35,19,11,27,39.2,60.8,Compensation,73,1,1,0,1,1,1,1,0,2,0,165,5,0.392,63.3,28.4,0.88,0.28,7,334.8,1,90
LA200851,Odisha,Khordha,Public Infrastructure,Development Project,High,8.91,38,27,7,20,94.3,5.7,Notification,22,1,0,1,1,0,1,1,1,2,0,170,36,0.62,88.3,35.4,1.04,0.93,3,47.29,1,87
LA200718,Telangana,Nalgonda,Highway,Major Infrastructure,Normal,496.4,31,15,6,16,71.7,28.3,Ownership Verification,44,1,0,0,1,0,0,1,1,5,0,112,9,0.212,62.4,57.4,1.01,0.79,4,1555.39,1,60
LA202865,Karnataka,Tumakuru,Railway,Major Infrastructure,High,47.33,40,23,4,29,88.4,11.6,Ownership Verification,18,1,0,0,4,0,0,3,2,1,0,116,5,0.36,62.7,77.5,0.98,0.67,2,,1,40
LA200265,Karnataka,Tumakuru,Irrigation,Major Infrastructure,Normal,127.57,41,18,9,28,82.3,17.7,Objection,23,1,0,0,3,0,0,2,0,0,0,104,6,0.151,42,14,1.02,0.43,6,345.93,0,27
LA200076,Maharashtra,Pune,Railway,Major Infrastructure,High,,20,15,9,8,42.4,57.6,Approval,36,1,0,1,3,1,0,2,1,1,0,199,15,0.411,62.2,42.8,0.9,0.48,2,365.14,0,81
LA200396,Andhra Pradesh,Guntur,Highway,Major Infrastructure,High,49.57,37,21,3,17,65.2,34.8,Objection,27,1,1,0,6,0,0,1,0,1,0,299,24,0.309,33.6,35.7,1.09,0.54,2,185.61,0,61
LA202546,Andhra Pradesh,Tirupati,Highway,Major Infrastructure,Normal,42.97,37,26,5,27,89.3,10.7,Compensation,62,1,0,0,1,0,0,0,0,3,1,167,11,0.489,69.4,30.4,0.97,0.54,5,33.2,1,83
LA202225,Andhra Pradesh,Guntur,Industrial,Development Project,High,63.63,26,18,6,20,81.9,18.1,Ownership Verification,18,1,0,0,4,0,0,4,1,1,1,159,7,0.295,54.6,46.5,1.11,0.47,2,74.81,1,51
LA202800,Maharashtra,Nagpur,Irrigation,Major Infrastructure,Normal,17.76,26,11,8,18,74.5,25.5,Approval,54,1,0,0,3,0,1,4,3,2,1,114,9,0.511,72.7,33.9,1.06,0.83,7,57.46,1,95
LA200397,Maharashtra,Kolhapur,Industrial,Development Project,High,138.86,34,25,3,20,41.6,58.4,Ownership Verification,18,1,0,0,1,0,1,0,0,1,0,157,1,0.191,45,12.1,1.17,0.45,3,122.08,1,40
LA201366,Andhra Pradesh,Visakhapatnam,Irrigation,Major Infrastructure,Normal,88.02,34,12,7,25,80.2,19.8,Notification,20,1,0,1,0,1,0,2,1,0,0,155,21,0.661,81,44.3,1.09,0.94,2,288.05,1,60
LA202501,Andhra Pradesh,Visakhapatnam,Industrial,Development Project,Normal,49.91,24,11,10,22,92.9,7.1,Survey,21,1,0,0,2,0,0,2,0,3,0,126,8,0.409,59.1,34.8,0.89,0.58,2,217.87,1,39
LA201904,Maharashtra,Nashik,Public Infrastructure,Development Project,High,219.59,35,13,9,20,45.3,54.7,Survey,17,1,0,0,4,1,0,4,1,1,0,164,14,0.433,70,41.2,0.91,0.86,2,235.92,1,48
LA200596,Andhra Pradesh,Visakhapatnam,Public Infrastructure,Development Project,Normal,36.04,28,18,9,17,49.2,50.8,Award,49,1,0,0,2,1,0,0,0,1,0,224,1,0.47,79.9,39.3,1.03,0.39,3,103.38,1,44
LA202110,Odisha,Cuttack,Highway,Major Infrastructure,Critical,28.97,25,19,5,10,75.7,24.3,Compensation,59,1,1,0,2,1,1,3,1,1,0,178,17,0.42,75.5,48.2,0.9,0.37,2,127.73,1,85
LA201297,Andhra Pradesh,NTR,Railway,Major Infrastructure,High,253.26,32,24,7,27,59.8,40.2,Ownership Verification,9,1,1,0,2,0,0,1,0,4,0,147,15,0.682,88.1,43.3,0.94,0.58,6,402.06,1,67
LA201822,Telangana,Warangal,Public Infrastructure,Development Project,Normal,371,19,8,11,9,37.8,62.2,Approval,56,0,0,0,4,0,0,2,1,0,0,130,10,0.366,69.4,41.4,0.89,0.2,6,361.69,0,46
LA200873,Odisha,Khordha,Irrigation,Major Infrastructure,Critical,86.92,32,24,1,23,81.7,18.3,Ownership Verification,4,0,0,0,0,0,0,1,1,1,0,107,10,0.382,63.6,67,0.98,0.69,7,174.43,1,31
LA202912,Andhra Pradesh,Tirupati,Public Infrastructure,Development Project,Normal,49.34,25,11,12,23,74.6,25.4,Notification,7,1,0,0,4,1,1,2,2,2,0,117,7,0.546,77.1,26.1,0.94,0.82,7,109.39,1,68
LA202327,Telangana,Warangal,Highway,Major Infrastructure,Normal,54.66,30,23,8,13,76.6,23.4,Objection,15,1,0,0,0,0,0,0,0,2,0,164,8,0.53,,28.6,1.06,0.67,2,285.78,1,32
LA201549,Andhra Pradesh,Guntur,Highway,Major Infrastructure,Normal,63.67,19,11,9,15,76.2,23.8,Compensation,29,1,0,1,0,0,1,3,1,2,0,162,15,0.825,102.3,51.8,1.15,0.58,3,81.26,1,76
LA200037,Maharashtra,Pune,Highway,Major Infrastructure,High,136.34,29,17,7,13,78.6,21.4,Ownership Verification,18,1,1,1,2,0,0,0,0,0,0,120,12,0.532,58.6,48.2,0.88,0.38,3,290.72,1,45
LA202527,Andhra Pradesh,NTR,Railway,Major Infrastructure,Normal,86.21,31,13,7,25,66.8,33.2,Survey,29,1,0,0,2,0,0,2,2,0,0,223,7,0.441,71.3,51.6,1.01,0.48,1,281.15,1,44
